doors,persons,buying,maint,lug_boot,safety,class values
3,4,0.0,0.0,1.0,0.0,0.0
3,4,0.0,0.0,0.0,1.0,2.0
3,4,0.0,0.0,0.0,2.0,0.0
3,4,0.0,0.0,0.0,0.0,0.0
3,6,0.0,0.0,2.0,1.0,2.0
3,6,0.0,0.0,2.0,2.0,2.0
3,6,0.0,0.0,2.0,0.0,0.0
3,6,0.0,0.0,1.0,1.0,2.0
3,6,0.0,0.0,1.0,2.0,0.0
3,6,0.0,0.0,1.0,0.0,0.0
3,6,0.0,0.0,0.0,1.0,2.0
3,6,0.0,0.0,0.0,2.0,0.0
3,6,0.0,0.0,0.0,0.0,0.0
4,2,0.0,0.0,2.0,1.0,2.0
4,2,0.0,0.0,2.0,2.0,2.0
4,2,0.0,0.0,2.0,0.0,2.0
4,2,0.0,0.0,1.0,1.0,2.0
4,2,0.0,0.0,1.0,2.0,2.0
4,2,0.0,0.0,1.0,0.0,2.0
4,2,0.0,0.0,0.0,1.0,2.0
4,2,0.0,0.0,0.0,2.0,2.0
4,2,0.0,0.0,0.0,0.0,2.0
4,4,0.0,0.0,2.0,1.0,2.0
4,4,0.0,0.0,2.0,2.0,2.0
4,4,0.0,0.0,2.0,0.0,0.0
4,4,0.0,0.0,1.0,1.0,2.0
4,4,0.0,0.0,1.0,2.0,0.0
4,4,0.0,0.0,1.0,0.0,0.0
4,4,0.0,0.0,0.0,1.0,2.0
4,4,0.0,0.0,0.0,2.0,0.0
4,4,0.0,0.0,0.0,0.0,0.0
4,6,0.0,0.0,2.0,1.0,2.0
4,6,0.0,0.0,2.0,2.0,2.0
4,6,0.0,0.0,2.0,0.0,0.0
4,6,0.0,0.0,1.0,1.0,2.0
4,6,0.0,0.0,1.0,2.0,0.0
4,6,0.0,0.0,1.0,0.0,0.0
4,6,0.0,0.0,0.0,1.0,2.0
4,6,0.0,0.0,0.0,2.0,0.0
4,6,0.0,0.0,0.0,0.0,0.0
5,2,0.0,0.0,2.0,1.0,2.0
5,2,0.0,0.0,2.0,2.0,2.0
5,2,0.0,0.0,2.0,0.0,2.0
5,2,0.0,0.0,1.0,1.0,2.0
5,2,0.0,0.0,1.0,2.0,2.0
5,2,0.0,0.0,1.0,0.0,2.0
5,2,0.0,0.0,0.0,1.0,2.0
5,2,0.0,0.0,0.0,2.0,2.0
5,2,0.0,0.0,0.0,0.0,2.0
5,4,0.0,0.0,2.0,1.0,2.0
5,4,0.0,0.0,2.0,2.0,2.0
5,4,0.0,0.0,2.0,0.0,0.0
5,4,0.0,0.0,1.0,1.0,2.0
5,4,0.0,0.0,1.0,2.0,0.0
5,4,0.0,0.0,1.0,0.0,0.0
5,4,0.0,0.0,0.0,1.0,2.0
5,4,0.0,0.0,0.0,2.0,0.0
5,4,0.0,0.0,0.0,0.0,0.0
5,6,0.0,0.0,2.0,1.0,2.0
5,6,0.0,0.0,2.0,2.0,2.0
5,6,0.0,0.0,2.0,0.0,0.0
5,6,0.0,0.0,1.0,1.0,2.0
5,6,0.0,0.0,1.0,2.0,0.0
5,6,0.0,0.0,1.0,0.0,0.0
5,6,0.0,0.0,0.0,1.0,2.0
5,6,0.0,0.0,0.0,2.0,0.0
5,6,0.0,0.0,0.0,0.0,0.0
2,2,0.0,2.0,2.0,1.0,2.0
2,2,0.0,2.0,2.0,2.0,2.0
2,2,0.0,2.0,2.0,0.0,2.0
2,2,0.0,2.0,1.0,1.0,2.0
2,2,0.0,2.0,1.0,2.0,2.0
2,2,0.0,2.0,1.0,0.0,2.0
2,2,0.0,2.0,0.0,1.0,2.0
2,2,0.0,2.0,0.0,2.0,2.0
2,2,0.0,2.0,0.0,0.0,2.0
2,4,0.0,2.0,2.0,1.0,2.0
2,4,0.0,2.0,2.0,2.0,2.0
2,4,0.0,2.0,2.0,0.0,0.0
2,4,0.0,2.0,1.0,1.0,2.0
2,4,0.0,2.0,1.0,2.0,2.0
2,4,0.0,2.0,1.0,0.0,0.0
2,4,0.0,2.0,0.0,1.0,2.0
2,4,0.0,2.0,0.0,2.0,0.0
2,4,0.0,2.0,0.0,0.0,0.0
2,6,0.0,2.0,2.0,1.0,2.0
2,6,0.0,2.0,2.0,2.0,2.0
2,6,0.0,2.0,2.0,0.0,2.0
2,6,0.0,2.0,1.0,1.0,2.0
2,6,0.0,2.0,1.0,2.0,2.0
2,6,0.0,2.0,1.0,0.0,0.0
2,6,0.0,2.0,0.0,1.0,2.0
2,6,0.0,2.0,0.0,2.0,0.0
2,6,0.0,2.0,0.0,0.0,0.0
3,2,0.0,2.0,2.0,1.0,2.0
3,2,0.0,2.0,2.0,2.0,2.0
3,2,0.0,2.0,2.0,0.0,2.0
3,2,0.0,2.0,1.0,1.0,2.0
3,2,0.0,2.0,1.0,2.0,2.0
3,2,0.0,2.0,1.0,0.0,2.0
3,2,0.0,2.0,0.0,1.0,2.0
3,2,0.0,2.0,0.0,2.0,2.0
3,2,0.0,2.0,0.0,0.0,2.0
3,4,0.0,2.0,2.0,1.0,2.0
3,4,0.0,2.0,2.0,2.0,2.0
3,4,0.0,2.0,2.0,0.0,0.0
3,4,0.0,2.0,1.0,1.0,2.0
3,4,0.0,2.0,1.0,2.0,2.0
3,4,0.0,2.0,1.0,0.0,0.0
3,4,0.0,2.0,0.0,1.0,2.0
3,4,0.0,2.0,0.0,2.0,0.0
3,4,0.0,2.0,0.0,0.0,0.0
3,6,0.0,2.0,2.0,1.0,2.0
3,6,0.0,2.0,2.0,2.0,2.0
3,6,0.0,2.0,2.0,0.0,0.0
3,6,0.0,2.0,1.0,1.0,2.0
3,6,0.0,2.0,1.0,2.0,0.0
3,6,0.0,2.0,1.0,0.0,0.0
3,6,0.0,2.0,0.0,1.0,2.0
3,6,0.0,2.0,0.0,2.0,0.0
3,6,0.0,2.0,0.0,0.0,0.0
4,2,0.0,2.0,2.0,1.0,2.0
4,2,0.0,2.0,2.0,2.0,2.0
4,2,0.0,2.0,2.0,0.0,2.0
4,2,0.0,2.0,1.0,1.0,2.0
4,2,0.0,2.0,1.0,2.0,2.0
4,2,0.0,2.0,1.0,0.0,2.0
4,2,0.0,2.0,0.0,1.0,2.0
4,2,0.0,2.0,0.0,2.0,2.0
4,2,0.0,2.0,0.0,0.0,2.0
4,4,0.0,2.0,2.0,1.0,2.0
4,4,0.0,2.0,2.0,2.0,2.0
4,4,0.0,2.0,2.0,0.0,0.0
4,4,0.0,2.0,1.0,1.0,2.0
4,4,0.0,2.0,1.0,2.0,0.0
4,4,0.0,2.0,1.0,0.0,0.0
4,4,0.0,2.0,0.0,1.0,2.0
4,4,0.0,2.0,0.0,2.0,0.0
4,4,0.0,2.0,0.0,0.0,0.0
4,6,0.0,2.0,2.0,1.0,2.0
4,6,0.0,2.0,2.0,2.0,2.0
4,6,0.0,2.0,2.0,0.0,0.0
4,6,0.0,2.0,1.0,1.0,2.0
4,6,0.0,2.0,1.0,2.0,0.0
4,6,0.0,2.0,1.0,0.0,0.0
4,6,0.0,2.0,0.0,1.0,2.0
4,6,0.0,2.0,0.0,2.0,0.0
4,6,0.0,2.0,0.0,0.0,0.0
5,2,0.0,2.0,2.0,1.0,2.0
5,2,0.0,2.0,2.0,2.0,2.0
5,2,0.0,2.0,2.0,0.0,2.0
5,2,0.0,2.0,1.0,1.0,2.0
5,2,0.0,2.0,1.0,2.0,2.0
5,2,0.0,2.0,1.0,0.0,2.0
5,2,0.0,2.0,0.0,1.0,2.0
5,2,0.0,2.0,0.0,2.0,2.0
5,2,0.0,2.0,0.0,0.0,2.0
5,4,0.0,2.0,2.0,1.0,2.0
5,4,0.0,2.0,2.0,2.0,2.0
5,4,0.0,2.0,2.0,0.0,0.0
5,4,0.0,2.0,1.0,1.0,2.0
5,4,0.0,2.0,1.0,2.0,0.0
5,4,0.0,2.0,1.0,0.0,0.0
5,4,0.0,2.0,0.0,1.0,2.0
5,4,0.0,2.0,0.0,2.0,0.0
5,4,0.0,2.0,0.0,0.0,0.0
5,6,0.0,2.0,2.0,1.0,2.0
5,6,0.0,2.0,2.0,2.0,2.0
5,6,0.0,2.0,2.0,0.0,0.0
5,6,0.0,2.0,1.0,1.0,2.0
5,6,0.0,2.0,1.0,2.0,0.0
5,6,0.0,2.0,1.0,0.0,0.0
5,6,0.0,2.0,0.0,1.0,2.0
5,6,0.0,2.0,0.0,2.0,0.0
5,6,0.0,2.0,0.0,0.0,0.0
2,2,0.0,1.0,2.0,1.0,2.0
2,2,0.0,1.0,2.0,2.0,2.0
2,2,0.0,1.0,2.0,0.0,2.0
2,2,0.0,1.0,1.0,1.0,2.0
2,2,0.0,1.0,1.0,2.0,2.0
2,2,0.0,1.0,1.0,0.0,2.0
2,2,0.0,1.0,0.0,1.0,2.0
2,2,0.0,1.0,0.0,2.0,2.0
2,2,0.0,1.0,0.0,0.0,2.0
2,4,0.0,1.0,2.0,1.0,2.0
2,4,0.0,1.0,2.0,2.0,2.0
2,4,0.0,1.0,2.0,0.0,0.0
2,4,0.0,1.0,1.0,1.0,2.0
2,4,0.0,1.0,1.0,2.0,2.0
2,4,0.0,1.0,1.0,0.0,0.0
2,4,0.0,1.0,0.0,1.0,2.0
2,4,0.0,1.0,0.0,2.0,0.0
2,4,0.0,1.0,0.0,0.0,0.0
2,6,0.0,1.0,2.0,1.0,2.0
2,6,0.0,1.0,2.0,2.0,2.0
2,6,0.0,1.0,2.0,0.0,2.0
2,6,0.0,1.0,1.0,1.0,2.0
2,6,0.0,1.0,1.0,2.0,2.0
2,6,0.0,1.0,1.0,0.0,0.0
2,6,0.0,1.0,0.0,1.0,2.0
2,6,0.0,1.0,0.0,2.0,0.0
2,6,0.0,1.0,0.0,0.0,0.0
3,2,0.0,1.0,2.0,1.0,2.0
3,2,0.0,1.0,2.0,2.0,2.0
3,2,0.0,1.0,2.0,0.0,2.0
3,2,0.0,1.0,1.0,1.0,2.0
3,2,0.0,1.0,1.0,2.0,2.0
3,2,0.0,1.0,1.0,0.0,2.0
3,2,0.0,1.0,0.0,1.0,2.0
3,2,0.0,1.0,0.0,2.0,2.0
3,2,0.0,1.0,0.0,0.0,2.0
3,4,0.0,1.0,2.0,1.0,2.0
3,4,0.0,1.0,2.0,2.0,2.0
3,4,0.0,1.0,2.0,0.0,0.0
3,4,0.0,1.0,1.0,1.0,2.0
3,4,0.0,1.0,1.0,2.0,2.0
3,4,0.0,1.0,1.0,0.0,0.0
3,4,0.0,1.0,0.0,1.0,2.0
3,4,0.0,1.0,0.0,2.0,0.0
3,4,0.0,1.0,0.0,0.0,0.0
3,6,0.0,1.0,2.0,1.0,2.0
3,6,0.0,1.0,2.0,2.0,2.0
3,6,0.0,1.0,2.0,0.0,0.0
3,6,0.0,1.0,1.0,1.0,2.0
3,6,0.0,1.0,1.0,2.0,0.0
3,6,0.0,1.0,1.0,0.0,0.0
3,6,0.0,1.0,0.0,1.0,2.0
3,6,0.0,1.0,0.0,2.0,0.0
3,6,0.0,1.0,0.0,0.0,0.0
4,2,0.0,1.0,2.0,1.0,2.0
4,2,0.0,1.0,2.0,2.0,2.0
4,2,0.0,1.0,2.0,0.0,2.0
4,2,0.0,1.0,1.0,1.0,2.0
4,2,0.0,1.0,1.0,2.0,2.0
4,2,0.0,1.0,1.0,0.0,2.0
4,2,0.0,1.0,0.0,1.0,2.0
4,2,0.0,1.0,0.0,2.0,2.0
4,2,0.0,1.0,0.0,0.0,2.0
4,4,0.0,1.0,2.0,1.0,2.0
4,4,0.0,1.0,2.0,2.0,2.0
4,4,0.0,1.0,2.0,0.0,0.0
4,4,0.0,1.0,1.0,1.0,2.0
4,4,0.0,1.0,1.0,2.0,0.0
4,4,0.0,1.0,1.0,0.0,0.0
4,4,0.0,1.0,0.0,1.0,2.0
4,4,0.0,1.0,0.0,2.0,0.0
4,4,0.0,1.0,0.0,0.0,0.0
4,6,0.0,1.0,2.0,1.0,2.0
4,6,0.0,1.0,2.0,2.0,2.0
4,6,0.0,1.0,2.0,0.0,0.0
4,6,0.0,1.0,1.0,1.0,2.0
4,6,0.0,1.0,1.0,2.0,0.0
4,6,0.0,1.0,1.0,0.0,0.0
4,6,0.0,1.0,0.0,1.0,2.0
4,6,0.0,1.0,0.0,2.0,0.0
4,6,0.0,1.0,0.0,0.0,0.0
5,2,0.0,1.0,2.0,1.0,2.0
5,2,0.0,1.0,2.0,2.0,2.0
5,2,0.0,1.0,2.0,0.0,2.0
5,2,0.0,1.0,1.0,1.0,2.0
5,2,0.0,1.0,1.0,2.0,2.0
5,2,0.0,1.0,1.0,0.0,2.0
5,2,0.0,1.0,0.0,1.0,2.0
5,2,0.0,1.0,0.0,2.0,2.0
5,2,0.0,1.0,0.0,0.0,2.0
5,4,0.0,1.0,2.0,1.0,2.0
5,4,0.0,1.0,2.0,2.0,2.0
5,4,0.0,1.0,2.0,0.0,0.0
5,4,0.0,1.0,1.0,1.0,2.0
5,4,0.0,1.0,1.0,2.0,0.0
5,4,0.0,1.0,1.0,0.0,0.0
5,4,0.0,1.0,0.0,1.0,2.0
5,4,0.0,1.0,0.0,2.0,0.0
5,4,0.0,1.0,0.0,0.0,0.0
5,6,0.0,1.0,2.0,1.0,2.0
5,6,0.0,1.0,2.0,2.0,2.0
5,6,0.0,1.0,2.0,0.0,0.0
5,6,0.0,1.0,1.0,1.0,2.0
5,6,0.0,1.0,1.0,2.0,0.0
5,6,0.0,1.0,1.0,0.0,0.0
5,6,0.0,1.0,0.0,1.0,2.0
5,6,0.0,1.0,0.0,2.0,0.0
5,6,0.0,1.0,0.0,0.0,0.0
2,2,2.0,3.0,2.0,1.0,2.0
2,2,2.0,3.0,2.0,2.0,2.0
2,2,2.0,3.0,2.0,0.0,2.0
2,2,2.0,3.0,1.0,1.0,2.0
2,2,2.0,3.0,1.0,2.0,2.0
2,2,2.0,3.0,1.0,0.0,2.0
2,2,2.0,3.0,0.0,1.0,2.0
2,2,2.0,3.0,0.0,2.0,2.0
2,2,2.0,3.0,0.0,0.0,2.0
2,4,2.0,3.0,2.0,1.0,2.0
2,4,2.0,3.0,2.0,2.0,2.0
2,4,2.0,3.0,2.0,0.0,0.0
2,4,2.0,3.0,1.0,1.0,2.0
2,4,2.0,3.0,1.0,2.0,2.0
2,4,2.0,3.0,1.0,0.0,0.0
2,4,2.0,3.0,0.0,1.0,2.0
2,4,2.0,3.0,0.0,2.0,0.0
2,4,2.0,3.0,0.0,0.0,0.0
2,6,2.0,3.0,2.0,1.0,2.0
2,6,2.0,3.0,2.0,2.0,2.0
2,6,2.0,3.0,2.0,0.0,2.0
2,6,2.0,3.0,1.0,1.0,2.0
2,6,2.0,3.0,1.0,2.0,2.0
2,6,2.0,3.0,1.0,0.0,0.0
2,6,2.0,3.0,0.0,1.0,2.0
2,6,2.0,3.0,0.0,2.0,0.0
2,6,2.0,3.0,0.0,0.0,0.0
3,2,2.0,3.0,2.0,1.0,2.0
3,2,2.0,3.0,2.0,2.0,2.0
3,2,2.0,3.0,2.0,0.0,2.0
3,2,2.0,3.0,1.0,1.0,2.0
3,2,2.0,3.0,1.0,2.0,2.0
3,2,2.0,3.0,1.0,0.0,2.0
3,2,2.0,3.0,0.0,1.0,2.0
3,2,2.0,3.0,0.0,2.0,2.0
3,2,2.0,3.0,0.0,0.0,2.0
3,4,2.0,3.0,2.0,1.0,2.0
3,4,2.0,3.0,2.0,2.0,2.0
3,4,2.0,3.0,2.0,0.0,0.0
3,4,2.0,3.0,1.0,1.0,2.0
3,4,2.0,3.0,1.0,2.0,2.0
3,4,2.0,3.0,1.0,0.0,0.0
3,4,2.0,3.0,0.0,1.0,2.0
3,4,2.0,3.0,0.0,2.0,0.0
3,4,2.0,3.0,0.0,0.0,0.0
3,6,2.0,3.0,2.0,1.0,2.0
3,6,2.0,3.0,2.0,2.0,2.0
3,6,2.0,3.0,2.0,0.0,0.0
3,6,2.0,3.0,1.0,1.0,2.0
3,6,2.0,3.0,1.0,2.0,0.0
3,6,2.0,3.0,1.0,0.0,0.0
3,6,2.0,3.0,0.0,1.0,2.0
3,6,2.0,3.0,0.0,2.0,0.0
3,6,2.0,3.0,0.0,0.0,0.0
4,2,2.0,3.0,2.0,1.0,2.0
4,2,2.0,3.0,2.0,2.0,2.0
4,2,2.0,3.0,2.0,0.0,2.0
4,2,2.0,3.0,1.0,1.0,2.0
4,2,2.0,3.0,1.0,2.0,2.0
4,2,2.0,3.0,1.0,0.0,2.0
4,2,2.0,3.0,0.0,1.0,2.0
4,2,2.0,3.0,0.0,2.0,2.0
4,2,2.0,3.0,0.0,0.0,2.0
4,4,2.0,3.0,2.0,1.0,2.0
4,4,2.0,3.0,2.0,2.0,2.0
4,4,2.0,3.0,2.0,0.0,0.0
4,4,2.0,3.0,1.0,1.0,2.0
4,4,2.0,3.0,1.0,2.0,0.0
4,4,2.0,3.0,1.0,0.0,0.0
4,4,2.0,3.0,0.0,1.0,2.0
4,4,2.0,3.0,0.0,2.0,0.0
4,4,2.0,3.0,0.0,0.0,0.0
4,6,2.0,3.0,2.0,1.0,2.0
4,6,2.0,3.0,2.0,2.0,2.0
4,6,2.0,3.0,2.0,0.0,0.0
4,6,2.0,3.0,1.0,1.0,2.0
4,6,2.0,3.0,1.0,2.0,0.0
4,6,2.0,3.0,1.0,0.0,0.0
4,6,2.0,3.0,0.0,1.0,2.0
4,6,2.0,3.0,0.0,2.0,0.0
4,6,2.0,3.0,0.0,0.0,0.0
5,2,2.0,3.0,2.0,1.0,2.0
5,2,2.0,3.0,2.0,2.0,2.0
5,2,2.0,3.0,2.0,0.0,2.0
5,2,2.0,3.0,1.0,1.0,2.0
5,2,2.0,3.0,1.0,2.0,2.0
5,2,2.0,3.0,1.0,0.0,2.0
5,2,2.0,3.0,0.0,1.0,2.0
5,2,2.0,3.0,0.0,2.0,2.0
5,2,2.0,3.0,0.0,0.0,2.0
5,4,2.0,3.0,2.0,1.0,2.0
5,4,2.0,3.0,2.0,2.0,2.0
5,4,2.0,3.0,2.0,0.0,0.0
5,4,2.0,3.0,1.0,1.0,2.0
5,4,2.0,3.0,1.0,2.0,0.0
5,4,2.0,3.0,1.0,0.0,0.0
5,4,2.0,3.0,0.0,1.0,2.0
5,4,2.0,3.0,0.0,2.0,0.0
5,4,2.0,3.0,0.0,0.0,0.0
5,6,2.0,3.0,2.0,1.0,2.0
5,6,2.0,3.0,2.0,2.0,2.0
5,6,2.0,3.0,2.0,0.0,0.0
5,6,2.0,3.0,1.0,1.0,2.0
5,6,2.0,3.0,1.0,2.0,0.0
5,6,2.0,3.0,1.0,0.0,0.0
5,6,2.0,3.0,0.0,1.0,2.0
5,6,2.0,3.0,0.0,2.0,0.0
5,6,2.0,3.0,0.0,0.0,0.0
2,2,2.0,0.0,2.0,1.0,2.0
2,2,2.0,0.0,2.0,2.0,2.0
2,2,2.0,0.0,2.0,0.0,2.0
2,2,2.0,0.0,1.0,1.0,2.0
2,2,2.0,0.0,1.0,2.0,2.0
2,2,2.0,0.0,1.0,0.0,2.0
2,2,2.0,0.0,0.0,1.0,2.0
2,2,2.0,0.0,0.0,2.0,2.0
2,2,2.0,0.0,0.0,0.0,2.0
2,4,2.0,0.0,2.0,1.0,2.0
2,4,2.0,0.0,2.0,2.0,2.0
2,4,2.0,0.0,2.0,0.0,0.0
2,4,2.0,0.0,1.0,1.0,2.0
2,4,2.0,0.0,1.0,2.0,2.0
2,4,2.0,0.0,1.0,0.0,0.0
2,4,2.0,0.0,0.0,1.0,2.0
2,4,2.0,0.0,0.0,2.0,0.0
2,4,2.0,0.0,0.0,0.0,0.0
2,6,2.0,0.0,2.0,1.0,2.0
2,6,2.0,0.0,2.0,2.0,2.0
2,6,2.0,0.0,2.0,0.0,2.0
2,6,2.0,0.0,1.0,1.0,2.0
2,6,2.0,0.0,1.0,2.0,2.0
2,6,2.0,0.0,1.0,0.0,0.0
2,6,2.0,0.0,0.0,1.0,2.0
2,6,2.0,0.0,0.0,2.0,0.0
2,6,2.0,0.0,0.0,0.0,0.0
3,2,2.0,0.0,2.0,1.0,2.0
3,2,2.0,0.0,2.0,2.0,2.0
3,2,2.0,0.0,2.0,0.0,2.0
3,2,2.0,0.0,1.0,1.0,2.0
3,2,2.0,0.0,1.0,2.0,2.0
3,2,2.0,0.0,1.0,0.0,2.0
3,2,2.0,0.0,0.0,1.0,2.0
3,2,2.0,0.0,0.0,2.0,2.0
3,2,2.0,0.0,0.0,0.0,2.0
3,4,2.0,0.0,2.0,1.0,2.0
3,4,2.0,0.0,2.0,2.0,2.0
3,4,2.0,0.0,2.0,0.0,0.0
3,4,2.0,0.0,1.0,1.0,2.0
3,4,2.0,0.0,1.0,2.0,2.0
3,4,2.0,0.0,1.0,0.0,0.0
3,4,2.0,0.0,0.0,1.0,2.0
3,4,2.0,0.0,0.0,2.0,0.0
3,4,2.0,0.0,0.0,0.0,0.0
3,6,2.0,0.0,2.0,1.0,2.0
3,6,2.0,0.0,2.0,2.0,2.0
3,6,2.0,0.0,2.0,0.0,0.0
3,6,2.0,0.0,1.0,1.0,2.0
3,6,2.0,0.0,1.0,2.0,0.0
3,6,2.0,0.0,1.0,0.0,0.0
3,6,2.0,0.0,0.0,1.0,2.0
3,6,2.0,0.0,0.0,2.0,0.0
3,6,2.0,0.0,0.0,0.0,0.0
4,2,2.0,0.0,2.0,1.0,2.0
4,2,2.0,0.0,2.0,2.0,2.0
4,2,2.0,0.0,2.0,0.0,2.0
4,2,2.0,0.0,1.0,1.0,2.0
4,2,2.0,0.0,1.0,2.0,2.0
4,2,2.0,0.0,1.0,0.0,2.0
4,2,2.0,0.0,0.0,1.0,2.0
4,2,2.0,0.0,0.0,2.0,2.0
4,2,2.0,0.0,0.0,0.0,2.0
4,4,2.0,0.0,2.0,1.0,2.0
4,4,2.0,0.0,2.0,2.0,2.0
4,4,2.0,0.0,2.0,0.0,0.0
4,4,2.0,0.0,1.0,1.0,2.0
4,4,2.0,0.0,1.0,2.0,0.0
4,4,2.0,0.0,1.0,0.0,0.0
4,4,2.0,0.0,0.0,1.0,2.0
4,4,2.0,0.0,0.0,2.0,0.0
4,4,2.0,0.0,0.0,0.0,0.0
4,6,2.0,0.0,2.0,1.0,2.0
4,6,2.0,0.0,2.0,2.0,2.0
4,6,2.0,0.0,2.0,0.0,0.0
4,6,2.0,0.0,1.0,1.0,2.0
4,6,2.0,0.0,1.0,2.0,0.0
4,6,2.0,0.0,1.0,0.0,0.0
4,6,2.0,0.0,0.0,1.0,2.0
4,6,2.0,0.0,0.0,2.0,0.0
4,6,2.0,0.0,0.0,0.0,0.0
5,2,2.0,0.0,2.0,1.0,2.0
5,2,2.0,0.0,2.0,2.0,2.0
5,2,2.0,0.0,2.0,0.0,2.0
5,2,2.0,0.0,1.0,1.0,2.0
5,2,2.0,0.0,1.0,2.0,2.0
5,2,2.0,0.0,1.0,0.0,2.0
5,2,2.0,0.0,0.0,1.0,2.0
5,2,2.0,0.0,0.0,2.0,2.0
5,2,2.0,0.0,0.0,0.0,2.0
5,4,2.0,0.0,2.0,1.0,2.0
5,4,2.0,0.0,2.0,2.0,2.0
5,4,2.0,0.0,2.0,0.0,0.0
5,4,2.0,0.0,1.0,1.0,2.0
5,4,2.0,0.0,1.0,2.0,0.0
5,4,2.0,0.0,1.0,0.0,0.0
5,4,2.0,0.0,0.0,1.0,2.0
5,4,2.0,0.0,0.0,2.0,0.0
5,4,2.0,0.0,0.0,0.0,0.0
5,6,2.0,0.0,2.0,1.0,2.0
5,6,2.0,0.0,2.0,2.0,2.0
5,6,2.0,0.0,2.0,0.0,0.0
5,6,2.0,0.0,1.0,1.0,2.0
5,6,2.0,0.0,1.0,2.0,0.0
5,6,2.0,0.0,1.0,0.0,0.0
5,6,2.0,0.0,0.0,1.0,2.0
5,6,2.0,0.0,0.0,2.0,0.0
5,6,2.0,0.0,0.0,0.0,0.0
2,2,2.0,2.0,2.0,1.0,2.0
2,2,2.0,2.0,2.0,2.0,2.0
2,2,2.0,2.0,2.0,0.0,2.0
2,2,2.0,2.0,1.0,1.0,2.0
2,2,2.0,2.0,1.0,2.0,2.0
2,2,2.0,2.0,1.0,0.0,2.0
2,2,2.0,2.0,0.0,1.0,2.0
2,2,2.0,2.0,0.0,2.0,2.0
2,2,2.0,2.0,0.0,0.0,2.0
2,4,2.0,2.0,2.0,1.0,2.0
2,4,2.0,2.0,2.0,2.0,0.0
2,4,2.0,2.0,2.0,0.0,0.0
2,4,2.0,2.0,1.0,1.0,2.0
2,4,2.0,2.0,1.0,2.0,0.0
2,4,2.0,2.0,1.0,0.0,0.0
2,4,2.0,2.0,0.0,1.0,2.0
2,4,2.0,2.0,0.0,2.0,0.0
2,4,2.0,2.0,0.0,0.0,3.0
2,6,2.0,2.0,2.0,1.0,2.0
2,6,2.0,2.0,2.0,2.0,2.0
2,6,2.0,2.0,2.0,0.0,2.0
2,6,2.0,2.0,1.0,1.0,2.0
2,6,2.0,2.0,1.0,2.0,0.0
2,6,2.0,2.0,1.0,0.0,0.0
2,6,2.0,2.0,0.0,1.0,2.0
2,6,2.0,2.0,0.0,2.0,0.0
2,6,2.0,2.0,0.0,0.0,3.0
3,2,2.0,2.0,2.0,1.0,2.0
3,2,2.0,2.0,2.0,2.0,2.0
3,2,2.0,2.0,2.0,0.0,2.0
3,2,2.0,2.0,1.0,1.0,2.0
3,2,2.0,2.0,1.0,2.0,2.0
3,2,2.0,2.0,1.0,0.0,2.0
3,2,2.0,2.0,0.0,1.0,2.0
3,2,2.0,2.0,0.0,2.0,2.0
3,2,2.0,2.0,0.0,0.0,2.0
3,4,2.0,2.0,2.0,1.0,2.0
3,4,2.0,2.0,2.0,2.0,0.0
3,4,2.0,2.0,2.0,0.0,0.0
3,4,2.0,2.0,1.0,1.0,2.0
3,4,2.0,2.0,1.0,2.0,0.0
3,4,2.0,2.0,1.0,0.0,0.0
3,4,2.0,2.0,0.0,1.0,2.0
3,4,2.0,2.0,0.0,2.0,0.0
3,4,2.0,2.0,0.0,0.0,3.0
3,6,2.0,2.0,2.0,1.0,2.0
3,6,2.0,2.0,2.0,2.0,0.0
3,6,2.0,2.0,2.0,0.0,0.0
3,6,2.0,2.0,1.0,1.0,2.0
3,6,2.0,2.0,1.0,2.0,0.0
3,6,2.0,2.0,1.0,0.0,3.0
3,6,2.0,2.0,0.0,1.0,2.0
3,6,2.0,2.0,0.0,2.0,0.0
3,6,2.0,2.0,0.0,0.0,3.0
4,2,2.0,2.0,2.0,1.0,2.0
4,2,2.0,2.0,2.0,2.0,2.0
4,2,2.0,2.0,2.0,0.0,2.0
4,2,2.0,2.0,1.0,1.0,2.0
4,2,2.0,2.0,1.0,2.0,2.0
4,2,2.0,2.0,1.0,0.0,2.0
4,2,2.0,2.0,0.0,1.0,2.0
4,2,2.0,2.0,0.0,2.0,2.0
4,2,2.0,2.0,0.0,0.0,2.0
4,4,2.0,2.0,2.0,1.0,2.0
4,4,2.0,2.0,2.0,2.0,0.0
4,4,2.0,2.0,2.0,0.0,0.0
4,4,2.0,2.0,1.0,1.0,2.0
4,4,2.0,2.0,1.0,2.0,0.0
4,4,2.0,2.0,1.0,0.0,3.0
4,4,2.0,2.0,0.0,1.0,2.0
4,4,2.0,2.0,0.0,2.0,0.0
4,4,2.0,2.0,0.0,0.0,3.0
4,6,2.0,2.0,2.0,1.0,2.0
4,6,2.0,2.0,2.0,2.0,0.0
4,6,2.0,2.0,2.0,0.0,0.0
4,6,2.0,2.0,1.0,1.0,2.0
4,6,2.0,2.0,1.0,2.0,0.0
4,6,2.0,2.0,1.0,0.0,3.0
4,6,2.0,2.0,0.0,1.0,2.0
4,6,2.0,2.0,0.0,2.0,0.0
4,6,2.0,2.0,0.0,0.0,3.0
5,2,2.0,2.0,2.0,1.0,2.0
5,2,2.0,2.0,2.0,2.0,2.0
